"global_instance_id","family","normalized_trust_status","challenge_type","severity","reason","resolution_criterion"
"CATTRYSSE1990::CAT-SET1-50x8::TEST19","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST2","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST20","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST21","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST22","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST23","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST24","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST25","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST26","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST27","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST28","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST29","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST3","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST30","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST31","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST32","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST33","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST34","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST35","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST36","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST37","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST38","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST39","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST4","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST40","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST5","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST6","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST7","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST8","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET1-50x8::TEST9","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST41","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST42","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST43","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST44","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST45","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST46","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST47","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST48","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST49","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST50","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST51","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST52","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST53","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST54","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST55","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST56","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST57","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST58","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST59","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST60","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST61","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST62","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST63","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST64","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST65","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST66","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST67","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST68","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST69","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST70","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST71","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST72","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST73","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST74","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST75","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST76","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST77","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST78","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST79","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET2-20x20::TEST80","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST100","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST101","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST102","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST103","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST104","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST105","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST106","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST107","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST108","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST109","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST110","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST111","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST112","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST113","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST114","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST115","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST116","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST117","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST118","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST119","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST120","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST81","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST82","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST83","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST84","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST85","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST86","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST87","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST88","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST89","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST90","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST91","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST92","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST93","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST94","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST95","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
"CATTRYSSE1990::CAT-SET3-8x50::TEST96","CATTRYSSE1990","LITERATURE_BEST_REPORTED","CHECKER_VALIDATION","MEDIUM","The best-reported objective has no checker-verified complete solution.","Acquire a complete solution and validate it with the repository checker."
